Frequency																																																																																																	
100																																																																																																	
		RCA			RMH5			RTOE			RMH1			RMH2			RLM			RMM			RTT			RHF			RLE			RME			RGT			RASIS			LASIS			LPSIS			RPSIS			LME			LLE			LGT			LMM			LLM			LHF			LTT			LCA			LMH5			LTOE			LMH1			LMH2			FP1			FP2			FP3			FP4		
Frame	Sub-Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	294.814	-2434.71	17.6648	383.878	-2264.2	-2.00243	305.917	-2182.77	10.7407	297.793	-2224.52	19.2913	331.586	-2231.81	18.7386	343.613	-2381.34	46.0233	253.645	-2359.98	59.9168	300.534	-2302.67	393.47	348.227	-2353.7	425.074	346.051	-2346.96	468.949	218.735	-2347.27	450.884	373.234	-2351.84	845.612	318.363	-2257.38	937.946	44.9143	-2275.06	941.24	153.519	-2439.8	998.585	229.791	-2435.48	998.894	160.839	-2340.87	447.86	34.5168	-2356.18	465.631	3.14453	-2354.33	870.587	128.823	-2361.11	56.9074	43.5987	-2398.61	39.5906	34.6598	-2359.1	421.969	75.2069	-2301.71	388.927	102.189	-2447.18	7.85117	1.22657	-2269.68	-6.51943	80.7072	-2192.05	6.90319	87.9396	-2241.82	17.4242	56.377	-2241.01	13.7592	10.9954	9.41534	7.39699	9.30048	499.354	10.1675	453.794	500.349	11.9939	454.586	8.56844	9.71037
2	0	294.806	-2434.74	17.6528	383.905	-2264.22	-1.99082	305.927	-2182.77	10.7274	297.793	-2224.53	19.2751	331.628	-2231.84	18.744	343.605	-2381.34	46.0225	253.63	-2359.99	59.909	300.514	-2302.59	393.456	348.201	-2353.62	425.077	345.971	-2346.83	468.916	218.706	-2347.18	450.859	373.196	-2351.68	845.594	318.316	-2257.23	937.92	44.9011	-2274.89	941.212	153.477	-2439.64	998.57	229.749	-2435.33	998.891	160.821	-2340.73	447.839	34.4929	-2356.05	465.594	3.04324	-2354.17	870.666	128.688	-2360.98	56.7679	43.6151	-2398.62	39.6036	34.6649	-2359	421.931	75.1235	-2301.65	388.919	102.177	-2447.19	7.85464	1.1606	-2269.78	-6.42565	80.7065	-2192.04	6.88182	87.9534	-2241.84	17.3852	56.3751	-2240.99	13.7489	11	9.41888	7.37631	9.31432	499.343	10.1628	453.813	500.351	11.9998	454.595	8.58059	9.69968
3	0	294.808	-2434.68	17.6919	383.93	-2264.23	-1.99316	305.931	-2182.76	10.7345	297.774	-2224.5	19.2385	331.565	-2231.77	18.704	343.597	-2381.33	46.0369	253.644	-2359.95	59.8921	300.472	-2302.48	393.484	348.194	-2353.56	425.078	345.988	-2346.77	468.929	218.683	-2347.11	450.88	373.206	-2351.52	845.594	318.29	-2257.06	937.896	44.8264	-2274.74	941.21	153.436	-2439.5	998.568	229.698	-2435.16	998.891	160.788	-2340.57	447.809	34.4728	-2355.96	465.593	3.07738	-2353.97	870.585	128.844	-2361.08	56.8849	43.5974	-2398.62	39.6166	34.631	-2358.92	421.937	75.1662	-2301.55	388.897	102.184	-2447.18	7.85684	1.23782	-2269.67	-6.51657	80.7281	-2192.03	6.85465	87.9404	-2241.83	17.3929	56.3818	-2241	13.7486	11.0024	9.42123	7.39828	9.32538	499.344	10.1632	453.798	500.344	11.9877	454.588	8.57383	9.72093
4	0	294.808	-2434.69	17.683	383.903	-2264.22	-1.97604	305.901	-2182.75	10.7157	297.776	-2224.52	19.2903	331.578	-2231.8	18.7529	343.58	-2381.3	46.0349	253.626	-2359.97	59.9126	300.461	-2302.48	393.41	348.169	-2353.48	425.076	345.937	-2346.64	468.915	218.635	-2347.06	450.861	373.162	-2351.38	845.603	318.296	-2256.94	937.891	44.766	-2274.59	941.209	153.406	-2439.33	998.576	229.666	-2435.01	998.9	160.676	-2340.51	447.821	34.4331	-2355.88	465.601	3.01833	-2353.84	870.611	128.684	-2360.97	56.7723	43.6026	-2398.62	39.6289	34.6019	-2358.85	421.926	75.1212	-2301.5	388.885	102.171	-2447.2	7.87244	1.14021	-2269.79	-6.39238	80.6938	-2192.07	6.891	87.9273	-2241.85	17.4388	56.3741	-2241	13.7259	11.0001	9.42072	7.40427	9.3092	499.347	10.1702	453.794	500.345	11.9919	454.581	8.55948	9.72507
5	0	294.804	-2434.69	17.6741	383.886	-2264.23	-1.96931	305.918	-2182.76	10.715	297.776	-2224.52	19.2827	331.643	-2231.87	18.7855	343.603	-2381.34	46.0512	253.622	-2359.96	59.9061	300.419	-2302.38	393.431	348.157	-2353.42	425.089	345.875	-2346.54	468.896	218.613	-2346.99	450.831	373.106	-2351.2	845.573	318.169	-2256.73	937.868	44.6642	-2274.41	941.198	153.355	-2439.18	998.575	229.618	-2434.85	998.904	160.597	-2340.4	447.802	34.4091	-2355.77	465.581	2.94549	-2353.67	870.624	128.819	-2361.05	56.862	43.5635	-2398.63	39.6103	34.5778	-2358.77	421.908	75.0878	-2301.42	388.851	102.163	-2447.23	7.87205	1.14752	-2269.8	-6.40623	80.6781	-2192.06	6.91889	87.9419	-2241.84	17.4092	56.3638	-2241.04	13.7378	11.01	9.41988	7.39782	9.33034	499.331	10.1536	453.81	500.341	12.0014	454.589	8.55629	9.73007
6	0	294.811	-2434.7	17.6872	383.893	-2264.23	-1.97213	305.898	-2182.77	10.7275	297.772	-2224.52	19.2621	331.6	-2231.83	18.7426	343.598	-2381.35	46.0623	253.608	-2359.96	59.9018	300.356	-2302.33	393.415	348.139	-2353.37	425.096	345.782	-2346.43	468.867	218.562	-2346.94	450.838	372.966	-2350.99	845.505	318.15	-2256.62	937.865	44.5834	-2274.22	941.167	153.309	-2439.03	998.585	229.565	-2434.68	998.903	160.546	-2340.29	447.818	34.3788	-2355.73	465.606	2.87153	-2353.5	870.631	128.69	-2360.97	56.7648	43.5636	-2398.62	39.5993	34.5625	-2358.68	421.903	75.0544	-2301.33	388.854	102.151	-2447.25	7.88248	1.12265	-2269.81	-6.38346	80.7031	-2192.06	6.91277	87.9479	-2241.85	17.4076	56.3563	-2241	13.7659	10.9946	9.42216	7.38428	9.30404	499.345	10.1825	453.807	500.35	11.9963	454.582	8.55503	9.72491
7	0	294.818	-2434.71	17.6771	383.885	-2264.23	-1.9663	305.911	-2182.77	10.7362	297.76	-2224.51	19.2634	331.591	-2231.81	18.7568	343.585	-2381.31	46.0563	253.61	-2359.94	59.9069	300.318	-2302.23	393.482	348.113	-2353.29	425.099	345.86	-2346.43	468.934	218.525	-2346.88	450.832	372.913	-2350.84	845.509	318.045	-2256.43	937.847	44.5049	-2274.01	941.152	153.239	-2438.85	998.58	229.512	-2434.55	998.917	160.504	-2340.22	447.819	34.3372	-2355.63	465.613	2.76615	-2353.35	870.635	128.812	-2361.07	56.8684	43.5697	-2398.63	39.6254	34.5151	-2358.6	421.913	75.0349	-2301.23	388.833	102.45	-2446.5	7.35701	1.16136	-2269.78	-6.41147	80.6732	-2192.06	6.88732	87.9272	-2241.85	17.4163	56.3471	-2241.01	13.7536	10.9944	9.42438	7.38986	9.31692	499.351	10.1626	453.802	500.345	11.9993	454.596	8.55495	9.71682
8	0	294.822	-2434.68	17.685	383.896	-2264.24	-1.96417	305.883	-2182.78	10.7318	297.769	-2224.52	19.2693	331.568	-2231.81	18.7142	343.594	-2381.27	46.0601	253.603	-2359.93	59.914	300.304	-2302.17	393.423	348.077	-2353.22	425.116	345.773	-2346.29	468.901	218.501	-2346.76	450.786	372.798	-2350.68	845.495	317.943	-2256.27	937.842	44.4143	-2273.83	941.163	153.162	-2438.69	998.582	229.427	-2434.38	998.905	160.461	-2340.12	447.812	34.3091	-2355.51	465.59	2.71775	-2353.2	870.613	128.846	-2361.1	56.8967	43.5555	-2398.63	39.6365	34.4826	-2358.5	421.905	75.0275	-2301.15	388.868	102.195	-2447.19	7.83959	1.1676	-2269.79	-6.40234	80.6877	-2192.08	6.91938	87.954	-2241.85	17.4171	56.3583	-2241.03	13.7608	10.9869	9.41527	7.39503	9.31805	499.324	10.164	453.811	500.346	12.009	454.592	8.5545	9.73397
