Frequency														
2000														
														
Frame	Sub-Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	RF	BF	TA	LG
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	V	V	V	V
1	0	0	0	0	0	0	0	232	254	0	-2.45E-05	3.77E-06	-9.69E-06	-1.37E-05
1	1	0	0	0	0	0	0	232	254	0	-2.42E-05	4.16E-06	-8.41E-06	-1.36E-05
1	2	0	0	0	0	0	0	232	254	0	-2.42E-05	4.16E-06	-8.41E-06	-1.36E-05
1	3	0	0	0	0	0	0	232	254	0	-2.31E-05	4.90E-06	-8.82E-06	-1.37E-05
1	4	0	0	0	0	0	0	232	254	0	-2.31E-05	4.90E-06	-8.82E-06	-1.37E-05
1	5	0	0	0	0	0	0	232	254	0	-2.20E-05	5.00E-06	-9.27E-06	-1.47E-05
1	6	0	0	0	0	0	0	232	254	0	-2.20E-05	5.00E-06	-9.27E-06	-1.47E-05
1	7	0	0	0	0	0	0	232	254	0	-2.11E-05	5.12E-06	-9.04E-06	-1.46E-05
1	8	0	0	0	0	0	0	232	254	0	-2.07E-05	4.99E-06	-9.38E-06	-1.40E-05
1	9	0	0	0	0	0	0	232	254	0	-2.07E-05	4.99E-06	-9.38E-06	-1.40E-05
1	10	0	0	0	0	0	0	232	254	0	-2.09E-05	3.71E-06	-9.27E-06	-1.41E-05
1	11	0	0	0	0	0	0	232	254	0	-2.09E-05	3.71E-06	-9.27E-06	-1.41E-05
1	12	0	0	0	0	0	0	232	254	0	-2.07E-05	3.97E-06	-8.97E-06	-1.48E-05
1	13	0	0	0	0	0	0	232	254	0	-2.07E-05	3.97E-06	-8.97E-06	-1.48E-05
1	14	0	0	0	0	0	0	232	254	0	-2.00E-05	3.94E-06	-8.77E-06	-1.40E-05
1	15	0	0	0	0	0	0	232	254	0	-2.00E-05	3.94E-06	-8.77E-06	-1.40E-05
1	16	0	0	0	0	0	0	232	254	0	-1.91E-05	3.49E-06	-8.32E-06	-1.29E-05
1	17	0	0	0	0	0	0	232	254	0	-1.93E-05	3.56E-06	-8.97E-06	-1.30E-05
1	18	0	0	0	0	0	0	232	254	0	-1.93E-05	3.56E-06	-8.97E-06	-1.30E-05
1	19	0	0	0	0	0	0	232	254	0	-1.96E-05	3.63E-06	-9.46E-06	-1.29E-05
2	0	0	0	0	0	0	0	232	254	0	-1.96E-05	3.63E-06	-9.46E-06	-1.29E-05
2	1	0	0	0	0	0	0	232	254	0	-1.90E-05	4.34E-06	-8.60E-06	-1.22E-05
2	2	0	0	0	0	0	0	232	254	0	-1.90E-05	4.34E-06	-8.60E-06	-1.22E-05
2	3	0	0	0	0	0	0	232	254	0	-1.84E-05	4.83E-06	-8.89E-06	-1.20E-05
2	4	0	0	0	0	0	0	232	254	0	-1.84E-05	4.83E-06	-8.89E-06	-1.20E-05
2	5	0	0	0	0	0	0	232	254	0	-1.94E-05	5.06E-06	-9.36E-06	-1.24E-05
2	6	0	0	0	0	0	0	232	254	0	-2.05E-05	4.72E-06	-9.04E-06	-1.27E-05
2	7	0	0	0	0	0	0	232	254	0	-2.05E-05	4.72E-06	-9.04E-06	-1.27E-05
2	8	0	0	0	0	0	0	232	254	0	-2.10E-05	4.53E-06	-9.16E-06	-1.31E-05
2	9	0	0	0	0	0	0	232	254	0	-2.10E-05	4.53E-06	-9.16E-06	-1.31E-05
2	10	0	0	0	0	0	0	232	254	0	-2.15E-05	4.61E-06	-8.77E-06	-1.38E-05
2	11	0	0	0	0	0	0	232	254	0	-2.15E-05	4.61E-06	-8.77E-06	-1.38E-05
2	12	0	0	0	0	0	0	232	254	0	-2.24E-05	5.14E-06	-8.32E-06	-1.45E-05
2	13	0	0	0	0	0	0	232	254	0	-2.24E-05	5.14E-06	-8.32E-06	-1.45E-05
2	14	0	0	0	0	0	0	232	254	0	-2.24E-05	5.34E-06	-8.82E-06	-1.43E-05
2	15	0	0	0	0	0	0	232	254	0	-2.12E-05	4.57E-06	-9.86E-06	-1.36E-05
2	16	0	0	0	0	0	0	232	254	0	-2.12E-05	4.57E-06	-9.86E-06	-1.36E-05
2	17	0	0	0	0	0	0	232	254	0	-2.03E-05	4.05E-06	-1.04E-05	-1.28E-05
2	18	0	0	0	0	0	0	232	254	0	-2.03E-05	4.05E-06	-1.04E-05	-1.28E-05
2	19	0	0	0	0	0	0	232	254	0	-2.00E-05	3.86E-06	-1.05E-05	-1.24E-05
3	0	0	0	0	0	0	0	232	254	0	-2.00E-05	3.86E-06	-1.05E-05	-1.24E-05
3	1	0	0	0	0	0	0	232	254	0	-2.05E-05	3.42E-06	-9.74E-06	-1.28E-05
3	2	0	0	0	0	0	0	232	254	0	-2.05E-05	3.42E-06	-9.74E-06	-1.28E-05
3	3	0	0	0	0	0	0	232	254	0	-2.15E-05	2.71E-06	-8.82E-06	-1.44E-05
3	4	0	0	0	0	0	0	232	254	0	-2.12E-05	2.81E-06	-8.80E-06	-1.64E-05
3	5	0	0	0	0	0	0	232	254	0	-2.12E-05	2.81E-06	-8.80E-06	-1.64E-05
3	6	0	0	0	0	0	0	232	254	0	-2.08E-05	3.63E-06	-8.45E-06	-1.59E-05
3	7	0	0	0	0	0	0	232	254	0	-2.08E-05	3.63E-06	-8.45E-06	-1.59E-05
3	8	0	0	0	0	0	0	232	254	0	-2.14E-05	3.75E-06	-8.19E-06	-1.40E-05
3	9	0	0	0	0	0	0	232	254	0	-2.14E-05	3.75E-06	-8.19E-06	-1.40E-05
3	10	0	0	0	0	0	0	232	254	0	-2.13E-05	2.74E-06	-8.93E-06	-1.28E-05
3	11	0	0	0	0	0	0	232	254	0	-2.13E-05	2.74E-06	-8.93E-06	-1.28E-05
3	12	0	0	0	0	0	0	232	254	0	-2.17E-05	2.55E-06	-9.47E-06	-1.20E-05
3	13	0	0	0	0	0	0	232	254	0	-2.17E-05	3.39E-06	-9.05E-06	-1.13E-05
3	14	0	0	0	0	0	0	232	254	0	-2.17E-05	3.39E-06	-9.05E-06	-1.13E-05
3	15	0	0	0	0	0	0	232	254	0	-2.08E-05	3.56E-06	-8.32E-06	-1.14E-05
3	16	0	0	0	0	0	0	232	254	0	-2.08E-05	3.56E-06	-8.32E-06	-1.14E-05
3	17	0	0	0	0	0	0	232	254	0	-2.07E-05	2.82E-06	-8.30E-06	-1.31E-05
3	18	0	0	0	0	0	0	232	254	0	-2.07E-05	2.82E-06	-8.30E-06	-1.31E-05
3	19	0	0	0	0	0	0	232	254	0	-2.06E-05	2.57E-06	-8.61E-06	-1.48E-05
4	0	0	0	0	0	0	0	232	254	0	-2.06E-05	2.57E-06	-8.61E-06	-1.48E-05
4	1	0	0	0	0	0	0	232	254	0	-2.06E-05	2.93E-06	-8.82E-06	-1.39E-05
4	2	0	0	0	0	0	0	232	254	0	-2.11E-05	2.65E-06	-8.21E-06	-1.25E-05
4	3	0	0	0	0	0	0	232	254	0	-2.11E-05	2.65E-06	-8.21E-06	-1.25E-05
4	4	0	0	0	0	0	0	232	254	0	-2.12E-05	2.63E-06	-7.33E-06	-1.18E-05
4	5	0	0	0	0	0	0	232	254	0	-2.12E-05	2.63E-06	-7.33E-06	-1.18E-05
4	6	0	0	0	0	0	0	232	254	0	-2.14E-05	3.49E-06	-7.64E-06	-9.80E-06
4	7	0	0	0	0	0	0	232	254	0	-2.14E-05	3.49E-06	-7.64E-06	-9.80E-06
4	8	0	0	0	0	0	0	232	254	0	-2.18E-05	4.45E-06	-7.87E-06	-8.99E-06
4	9	0	0	0	0	0	0	232	254	0	-2.18E-05	4.45E-06	-7.87E-06	-8.99E-06
4	10	0	0	0	0	0	0	232	254	0	-2.15E-05	6.09E-06	-7.81E-06	-1.01E-05
4	11	0	0	0	0	0	0	232	254	0	-2.11E-05	6.92E-06	-9.01E-06	-1.08E-05
4	12	0	0	0	0	0	0	232	254	0	-2.11E-05	6.92E-06	-9.01E-06	-1.08E-05
4	13	0	0	0	0	0	0	232	254	0	-2.12E-05	6.25E-06	-9.64E-06	-1.12E-05
4	14	0	0	0	0	0	0	232	254	0	-2.12E-05	6.25E-06	-9.64E-06	-1.12E-05
4	15	0	0	0	0	0	0	232	254	0	-2.05E-05	5.28E-06	-9.66E-06	-1.08E-05
4	16	0	0	0	0	0	0	232	254	0	-2.05E-05	5.28E-06	-9.66E-06	-1.08E-05
4	17	0	0	0	0	0	0	232	254	0	-2.00E-05	4.75E-06	-9.27E-06	-1.04E-05
4	18	0	0	0	0	0	0	232	254	0	-2.00E-05	4.75E-06	-9.27E-06	-1.04E-05
4	19	0	0	0	0	0	0	232	254	0	-2.00E-05	5.41E-06	-8.97E-06	-1.04E-05
5	0	0	0	0	0	0	0	232	254	0	-1.92E-05	5.36E-06	-9.36E-06	-1.01E-05
5	1	0	0	0	0	0	0	232	254	0	-1.92E-05	5.36E-06	-9.36E-06	-1.01E-05
5	2	0	0	0	0	0	0	232	254	0	-1.90E-05	4.92E-06	-9.66E-06	-1.06E-05
5	3	0	0	0	0	0	0	232	254	0	-1.90E-05	4.92E-06	-9.66E-06	-1.06E-05
5	4	0	0	0	0	0	0	232	254	0	-1.99E-05	4.83E-06	-9.57E-06	-1.20E-05
