Frequency														
2000														
														
Frame	Sub-Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	RF	BF	TA	LG
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	V	V	V	V
1	0	0	0	0	0	0	0	232	254	0	-2.23E-05	7.52E-06	-7.24E-06	-1.33E-05
1	1	0	0	0	0	0	0	232	254	0	-2.40E-05	5.74E-06	-6.89E-06	-1.05E-05
1	2	0	0	0	0	0	0	232	254	0	-2.40E-05	5.74E-06	-6.89E-06	-1.05E-05
1	3	0	0	0	0	0	0	232	254	0	-2.48E-05	4.88E-06	-9.03E-06	-1.09E-05
1	4	0	0	0	0	0	0	232	254	0	-2.48E-05	4.88E-06	-9.03E-06	-1.09E-05
1	5	0	0	0	0	0	0	232	254	0	-2.40E-05	6.19E-06	-9.23E-06	-7.44E-06
1	6	0	0	0	0	0	0	232	254	0	-2.40E-05	6.19E-06	-9.23E-06	-7.44E-06
1	7	0	0	0	0	0	0	232	254	0	-2.37E-05	2.91E-06	-9.73E-06	-6.56E-06
1	8	0	0	0	0	0	0	232	254	0	-2.25E-05	4.34E-06	-9.57E-06	-1.02E-05
1	9	0	0	0	0	0	0	232	254	0	-2.25E-05	4.34E-06	-9.57E-06	-1.02E-05
1	10	0	0	0	0	0	0	232	254	0	-2.03E-05	2.88E-06	-9.24E-06	-1.04E-05
1	11	0	0	0	0	0	0	232	254	0	-2.03E-05	2.88E-06	-9.24E-06	-1.04E-05
1	12	0	0	0	0	0	0	232	254	0	-2.03E-05	2.52E-06	-1.02E-05	-7.27E-06
1	13	0	0	0	0	0	0	232	254	0	-2.03E-05	2.52E-06	-1.02E-05	-7.27E-06
1	14	0	0	0	0	0	0	232	254	0	-2.16E-05	5.16E-06	-8.92E-06	-9.20E-06
1	15	0	0	0	0	0	0	232	254	0	-2.16E-05	5.16E-06	-8.92E-06	-9.20E-06
1	16	0	0	0	0	0	0	232	254	0	-2.23E-05	4.54E-06	-8.24E-06	-1.25E-05
1	17	0	0	0	0	0	0	232	254	0	-2.00E-05	4.20E-06	-8.89E-06	-1.03E-05
1	18	0	0	0	0	0	0	232	254	0	-2.00E-05	4.20E-06	-8.89E-06	-1.03E-05
1	19	0	0	0	0	0	0	232	254	0	-1.95E-05	3.70E-06	-1.09E-05	-1.04E-05
2	0	0	0	0	0	0	0	232	254	0	-1.95E-05	3.70E-06	-1.09E-05	-1.04E-05
2	1	0	0	0	0	0	0	232	254	0	-1.96E-05	2.54E-06	-1.16E-05	-1.32E-05
2	2	0	0	0	0	0	0	232	254	0	-1.96E-05	2.54E-06	-1.16E-05	-1.32E-05
2	3	0	0	0	0	0	0	232	254	0	-2.06E-05	2.35E-06	-9.93E-06	-1.49E-05
2	4	0	0	0	0	0	0	232	254	0	-2.06E-05	2.35E-06	-9.93E-06	-1.49E-05
2	5	0	0	0	0	0	0	232	254	0	-2.03E-05	3.84E-06	-8.58E-06	-1.26E-05
2	6	0	0	0	0	0	0	232	254	0	-1.95E-05	5.18E-06	-9.22E-06	-1.23E-05
2	7	0	0	0	0	0	0	232	254	0	-1.95E-05	5.18E-06	-9.22E-06	-1.23E-05
2	8	0	0	0	0	0	0	232	254	0	-2.06E-05	7.52E-06	-8.90E-06	-1.39E-05
2	9	0	0	0	0	0	0	232	254	0	-2.06E-05	7.52E-06	-8.90E-06	-1.39E-05
2	10	0	0	0	0	0	0	232	254	0	-2.03E-05	8.21E-06	-9.56E-06	-1.29E-05
2	11	0	0	0	0	0	0	232	254	0	-2.03E-05	8.21E-06	-9.56E-06	-1.29E-05
2	12	0	0	0	0	0	0	232	254	0	-1.87E-05	8.39E-06	-9.24E-06	-1.16E-05
2	13	0	0	0	0	0	0	232	254	0	-1.87E-05	8.39E-06	-9.24E-06	-1.16E-05
2	14	0	0	0	0	0	0	232	254	0	-2.13E-05	6.58E-06	-9.56E-06	-1.29E-05
2	15	0	0	0	0	0	0	232	254	0	-2.16E-05	5.89E-06	-1.06E-05	-1.59E-05
2	16	0	0	0	0	0	0	232	254	0	-2.16E-05	5.89E-06	-1.06E-05	-1.59E-05
2	17	0	0	0	0	0	0	232	254	0	-1.90E-05	7.53E-06	-1.02E-05	-1.76E-05
2	18	0	0	0	0	0	0	232	254	0	-1.90E-05	7.53E-06	-1.02E-05	-1.76E-05
2	19	0	0	0	0	0	0	232	254	0	-1.83E-05	6.73E-06	-1.04E-05	-1.56E-05
