Frequency														
2000														
														
Frame	Sub-Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	RF	BF	TA	LG
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	V	V	V	V
1	0	0	0	0	0	0	0	232	254	0	-1.98E-05	3.84E-07	-8.45E-06	-7.97E-06
1	1	0	0	0	0	0	0	232	254	0	-1.95E-05	-2.87E-07	-8.79E-06	-7.67E-06
1	2	0	0	0	0	0	0	232	254	0	-1.95E-05	-2.87E-07	-8.79E-06	-7.67E-06
1	3	0	0	0	0	0	0	232	254	0	-2.01E-05	-4.83E-08	-9.81E-06	-1.24E-05
1	4	0	0	0	0	0	0	232	254	0	-2.01E-05	-4.83E-08	-9.81E-06	-1.24E-05
1	5	0	0	0	0	0	0	232	254	0	-2.01E-05	1.76E-06	-9.44E-06	-1.48E-05
1	6	0	0	0	0	0	0	232	254	0	-2.07E-05	5.48E-06	-7.58E-06	-1.29E-05
1	7	0	0	0	0	0	0	232	254	0	-2.07E-05	5.48E-06	-7.58E-06	-1.29E-05
1	8	0	0	0	0	0	0	232	254	0	-2.08E-05	6.65E-06	-7.22E-06	-1.37E-05
1	9	0	0	0	0	0	0	232	254	0	-2.08E-05	6.65E-06	-7.22E-06	-1.37E-05
1	10	0	0	0	0	0	0	232	254	0	-2.11E-05	6.43E-06	-8.41E-06	-1.26E-05
1	11	0	0	0	0	0	0	232	254	0	-2.11E-05	6.43E-06	-8.41E-06	-1.26E-05
1	12	0	0	0	0	0	0	232	254	0	-2.18E-05	8.09E-06	-9.12E-06	-1.04E-05
1	13	0	0	0	0	0	0	232	254	0	-2.18E-05	8.09E-06	-9.12E-06	-1.04E-05
1	14	0	0	0	0	0	0	232	254	0	-2.32E-05	8.67E-06	-8.55E-06	-1.02E-05
1	15	0	0	0	0	0	0	232	254	0	-2.35E-05	7.54E-06	-6.52E-06	-1.35E-05
1	16	0	0	0	0	0	0	232	254	0	-2.35E-05	7.54E-06	-6.52E-06	-1.35E-05
1	17	0	0	0	0	0	0	232	254	0	-2.31E-05	5.80E-06	-5.93E-06	-1.90E-05
1	18	0	0	0	0	0	0	232	254	0	-2.31E-05	5.80E-06	-5.93E-06	-1.90E-05
1	19	0	0	0	0	0	0	232	254	0	-2.19E-05	4.29E-06	-6.61E-06	-1.76E-05
2	0	0	0	0	0	0	0	232	254	0	-2.19E-05	4.29E-06	-6.61E-06	-1.76E-05
2	1	0	0	0	0	0	0	232	254	0	-2.07E-05	4.43E-06	-8.13E-06	-1.48E-05
2	2	0	0	0	0	0	0	232	254	0	-2.07E-05	4.43E-06	-8.13E-06	-1.48E-05
2	3	0	0	0	0	0	0	232	254	0	-1.97E-05	6.29E-06	-9.30E-06	-1.43E-05
2	4	0	0	0	0	0	0	232	254	0	-1.82E-05	6.25E-06	-8.88E-06	-1.34E-05
2	5	0	0	0	0	0	0	232	254	0	-1.82E-05	6.25E-06	-8.88E-06	-1.34E-05
2	6	0	0	0	0	0	0	232	254	0	-1.76E-05	5.19E-06	-7.99E-06	-1.13E-05
2	7	0	0	0	0	0	0	232	254	0	-1.76E-05	5.19E-06	-7.99E-06	-1.13E-05
2	8	0	0	0	0	0	0	232	254	0	-1.74E-05	4.18E-06	-7.61E-06	-1.10E-05
2	9	0	0	0	0	0	0	232	254	0	-1.74E-05	4.18E-06	-7.61E-06	-1.10E-05
2	10	0	0	0	0	0	0	232	254	0	-1.80E-05	2.38E-06	-7.55E-06	-1.69E-05
2	11	0	0	0	0	0	0	232	254	0	-1.80E-05	2.38E-06	-7.55E-06	-1.69E-05
2	12	0	0	0	0	0	0	232	254	0	-1.92E-05	3.16E-06	-7.89E-06	-1.65E-05
2	13	0	0	0	0	0	0	232	254	0	-2.02E-05	6.82E-06	-8.85E-06	-1.02E-05
2	14	0	0	0	0	0	0	232	254	0	-2.02E-05	6.82E-06	-8.85E-06	-1.02E-05
2	15	0	0	0	0	0	0	232	254	0	-2.04E-05	7.54E-06	-9.80E-06	-7.78E-06
2	16	0	0	0	0	0	0	232	254	0	-2.04E-05	7.54E-06	-9.80E-06	-7.78E-06
2	17	0	0	0	0	0	0	232	254	0	-1.97E-05	5.62E-06	-1.11E-05	-7.15E-06
2	18	0	0	0	0	0	0	232	254	0	-1.97E-05	5.62E-06	-1.11E-05	-7.15E-06
2	19	0	0	0	0	0	0	232	254	0	-2.14E-05	5.55E-06	-1.09E-05	-8.70E-06
3	0	0	0	0	0	0	0	232	254	0	-2.14E-05	5.55E-06	-1.09E-05	-8.70E-06
3	1	0	0	0	0	0	0	232	254	0	-2.22E-05	6.33E-06	-9.21E-06	-1.24E-05
3	2	0	0	0	0	0	0	232	254	0	-2.16E-05	5.18E-06	-8.90E-06	-1.38E-05
3	3	0	0	0	0	0	0	232	254	0	-2.16E-05	5.18E-06	-8.90E-06	-1.38E-05
3	4	0	0	0	0	0	0	232	254	0	-2.09E-05	4.87E-06	-9.18E-06	-1.15E-05
3	5	0	0	0	0	0	0	232	254	0	-2.09E-05	4.87E-06	-9.18E-06	-1.15E-05
3	6	0	0	0	0	0	0	232	254	0	-2.11E-05	4.58E-06	-7.87E-06	-1.03E-05
3	7	0	0	0	0	0	0	232	254	0	-2.11E-05	4.58E-06	-7.87E-06	-1.03E-05
3	8	0	0	0	0	0	0	232	254	0	-2.06E-05	3.11E-06	-8.13E-06	-1.25E-05
3	9	0	0	0	0	0	0	232	254	0	-2.06E-05	3.11E-06	-8.13E-06	-1.25E-05
3	10	0	0	0	0	0	0	232	254	0	-1.95E-05	2.52E-06	-8.79E-06	-1.38E-05
3	11	0	0	0	0	0	0	232	254	0	-2.08E-05	4.34E-06	-8.67E-06	-1.46E-05
3	12	0	0	0	0	0	0	232	254	0	-2.08E-05	4.34E-06	-8.67E-06	-1.46E-05
3	13	0	0	0	0	0	0	232	254	0	-2.26E-05	5.66E-06	-8.33E-06	-1.24E-05
3	14	0	0	0	0	0	0	232	254	0	-2.26E-05	5.66E-06	-8.33E-06	-1.24E-05
3	15	0	0	0	0	0	0	232	254	0	-2.09E-05	4.96E-06	-8.45E-06	-1.07E-05
3	16	0	0	0	0	0	0	232	254	0	-2.09E-05	4.96E-06	-8.45E-06	-1.07E-05
3	17	0	0	0	0	0	0	232	254	0	-1.97E-05	5.44E-06	-9.70E-06	-1.01E-05
3	18	0	0	0	0	0	0	232	254	0	-1.97E-05	5.44E-06	-9.70E-06	-1.01E-05
3	19	0	0	0	0	0	0	232	254	0	-1.96E-05	6.79E-06	-1.02E-05	-8.99E-06
4	0	0	0	0	0	0	0	232	254	0	-1.96E-05	6.31E-06	-9.90E-06	-5.14E-06
4	1	0	0	0	0	0	0	232	254	0	-1.96E-05	6.31E-06	-9.90E-06	-5.14E-06
4	2	0	0	0	0	0	0	232	254	0	-1.96E-05	5.42E-06	-9.62E-06	-5.00E-06
4	3	0	0	0	0	0	0	232	254	0	-1.96E-05	5.42E-06	-9.62E-06	-5.00E-06
4	4	0	0	0	0	0	0	232	254	0	-2.01E-05	4.06E-06	-8.66E-06	-7.64E-06
4	5	0	0	0	0	0	0	232	254	0	-2.01E-05	4.06E-06	-8.66E-06	-7.64E-06
4	6	0	0	0	0	0	0	232	254	0	-2.17E-05	4.21E-06	-8.68E-06	-9.58E-06
4	7	0	0	0	0	0	0	232	254	0	-2.17E-05	4.21E-06	-8.68E-06	-9.58E-06
4	8	0	0	0	0	0	0	232	254	0	-2.16E-05	4.08E-06	-1.03E-05	-9.73E-06
4	9	0	0	0	0	0	0	232	254	0	-2.15E-05	2.04E-06	-1.14E-05	-1.06E-05
4	10	0	0	0	0	0	0	232	254	0	-2.15E-05	2.04E-06	-1.14E-05	-1.06E-05
4	11	0	0	0	0	0	0	232	254	0	-2.22E-05	1.17E-06	-1.14E-05	-1.28E-05
4	12	0	0	0	0	0	0	232	254	0	-2.22E-05	1.17E-06	-1.14E-05	-1.28E-05
4	13	0	0	0	0	0	0	232	254	0	-2.24E-05	3.57E-06	-1.04E-05	-1.45E-05
4	14	0	0	0	0	0	0	232	254	0	-2.24E-05	3.57E-06	-1.04E-05	-1.45E-05
4	15	0	0	0	0	0	0	232	254	0	-2.30E-05	4.70E-06	-9.96E-06	-1.58E-05
4	16	0	0	0	0	0	0	232	254	0	-2.30E-05	4.70E-06	-9.96E-06	-1.58E-05
4	17	0	0	0	0	0	0	232	254	0	-2.32E-05	4.59E-06	-1.01E-05	-1.72E-05
4	18	0	0	0	0	0	0	232	254	0	-2.32E-05	3.62E-06	-8.87E-06	-1.49E-05
4	19	0	0	0	0	0	0	232	254	0	-2.32E-05	3.62E-06	-8.87E-06	-1.49E-05
5	0	0	0	0	0	0	0	232	254	0	-2.21E-05	2.16E-06	-7.31E-06	-1.41E-05
5	1	0	0	0	0	0	0	232	254	0	-2.21E-05	2.16E-06	-7.31E-06	-1.41E-05
5	2	0	0	0	0	0	0	232	254	0	-2.09E-05	2.93E-06	-7.79E-06	-1.35E-05
5	3	0	0	0	0	0	0	232	254	0	-2.09E-05	2.93E-06	-7.79E-06	-1.35E-05
5	4	0	0	0	0	0	0	232	254	0	-2.06E-05	3.30E-06	-8.00E-06	-1.43E-05
5	5	0	0	0	0	0	0	232	254	0	-2.06E-05	3.30E-06	-8.00E-06	-1.43E-05
5	6	0	0	0	0	0	0	232	254	0	-2.13E-05	3.87E-06	-6.86E-06	-1.60E-05
5	7	0	0	0	0	0	0	232	254	0	-2.21E-05	3.97E-06	-6.83E-06	-1.46E-05
5	8	0	0	0	0	0	0	232	254	0	-2.21E-05	3.97E-06	-6.83E-06	-1.46E-05
5	9	0	0	0	0	0	0	232	254	0	-2.14E-05	2.27E-06	-8.07E-06	-1.35E-05
5	10	0	0	0	0	0	0	232	254	0	-2.14E-05	2.27E-06	-8.07E-06	-1.35E-05
5	11	0	0	0	0	0	0	232	254	0	-2.03E-05	1.28E-06	-8.90E-06	-1.42E-05
5	12	0	0	0	0	0	0	232	254	0	-2.03E-05	1.28E-06	-8.90E-06	-1.42E-05
5	13	0	0	0	0	0	0	232	254	0	-2.07E-05	2.31E-06	-8.27E-06	-1.36E-05
5	14	0	0	0	0	0	0	232	254	0	-2.07E-05	2.31E-06	-8.27E-06	-1.36E-05
5	15	0	0	0	0	0	0	232	254	0	-2.05E-05	2.06E-06	-8.12E-06	-1.34E-05
5	16	0	0	0	0	0	0	232	254	0	-2.00E-05	1.11E-06	-8.57E-06	-1.54E-05
5	17	0	0	0	0	0	0	232	254	0	-2.00E-05	1.11E-06	-8.57E-06	-1.54E-05
5	18	0	0	0	0	0	0	232	254	0	-2.06E-05	1.07E-06	-9.30E-06	-1.33E-05
5	19	0	0	0	0	0	0	232	254	0	-2.06E-05	1.07E-06	-9.30E-06	-1.33E-05
6	0	0	0	0	0	0	0	232	254	0	-2.05E-05	3.62E-08	-1.04E-05	-1.33E-05
6	1	0	0	0	0	0	0	232	254	0	-2.05E-05	3.62E-08	-1.04E-05	-1.33E-05
6	2	0	0	0	0	0	0	232	254	0	-2.04E-05	-6.17E-07	-9.95E-06	-1.55E-05
6	3	0	0	0	0	0	0	232	254	0	-2.04E-05	-6.17E-07	-9.95E-06	-1.55E-05
6	4	0	0	0	0	0	0	232	254	0	-2.15E-05	3.53E-07	-9.00E-06	-1.63E-05
6	5	0	0	0	0	0	0	232	254	0	-2.26E-05	2.21E-06	-9.53E-06	-1.61E-05
6	6	0	0	0	0	0	0	232	254	0	-2.26E-05	2.21E-06	-9.53E-06	-1.61E-05
6	7	0	0	0	0	0	0	232	254	0	-2.24E-05	4.68E-06	-1.06E-05	-1.67E-05
6	8	0	0	0	0	0	0	232	254	0	-2.24E-05	4.68E-06	-1.06E-05	-1.67E-05
6	9	0	0	0	0	0	0	232	254	0	-2.27E-05	5.20E-06	-1.05E-05	-1.61E-05
6	10	0	0	0	0	0	0	232	254	0	-2.27E-05	5.20E-06	-1.05E-05	-1.61E-05
6	11	0	0	0	0	0	0	232	254	0	-2.23E-05	4.92E-06	-9.78E-06	-1.49E-05
6	12	0	0	0	0	0	0	232	254	0	-2.23E-05	4.92E-06	-9.78E-06	-1.49E-05
6	13	0	0	0	0	0	0	232	254	0	-2.23E-05	6.69E-06	-9.23E-06	-1.18E-05
6	14	0	0	0	0	0	0	232	254	0	-2.33E-05	6.87E-06	-1.01E-05	-8.24E-06
6	15	0	0	0	0	0	0	232	254	0	-2.33E-05	6.87E-06	-1.01E-05	-8.24E-06
6	16	0	0	0	0	0	0	232	254	0	-2.21E-05	7.68E-06	-1.01E-05	-8.13E-06
6	17	0	0	0	0	0	0	232	254	0	-2.21E-05	7.68E-06	-1.01E-05	-8.13E-06
6	18	0	0	0	0	0	0	232	254	0	-2.22E-05	8.91E-06	-9.22E-06	-8.90E-06
6	19	0	0	0	0	0	0	232	254	0	-2.22E-05	8.91E-06	-9.22E-06	-8.90E-06
7	0	0	0	0	0	0	0	232	254	0	-2.22E-05	7.87E-06	-8.44E-06	-8.95E-06
7	1	0	0	0	0	0	0	232	254	0	-2.22E-05	7.87E-06	-8.44E-06	-8.95E-06
7	2	0	0	0	0	0	0	232	254	0	-2.08E-05	6.76E-06	-8.68E-06	-9.47E-06
7	3	0	0	0	0	0	0	232	254	0	-2.03E-05	5.52E-06	-9.35E-06	-1.14E-05
7	4	0	0	0	0	0	0	232	254	0	-2.03E-05	5.52E-06	-9.35E-06	-1.14E-05
7	5	0	0	0	0	0	0	232	254	0	-2.01E-05	5.38E-06	-1.05E-05	-1.05E-05
7	6	0	0	0	0	0	0	232	254	0	-2.01E-05	5.38E-06	-1.05E-05	-1.05E-05
7	7	0	0	0	0	0	0	232	254	0	-1.94E-05	5.88E-06	-1.05E-05	-1.03E-05
7	8	0	0	0	0	0	0	232	254	0	-1.94E-05	5.88E-06	-1.05E-05	-1.03E-05
7	9	0	0	0	0	0	0	232	254	0	-1.96E-05	6.16E-06	-8.87E-06	-1.06E-05
7	10	0	0	0	0	0	0	232	254	0	-1.96E-05	6.16E-06	-8.87E-06	-1.06E-05
7	11	0	0	0	0	0	0	232	254	0	-2.04E-05	8.03E-06	-9.59E-06	-1.19E-05
7	12	0	0	0	0	0	0	232	254	0	-2.06E-05	7.42E-06	-1.07E-05	-1.50E-05
7	13	0	0	0	0	0	0	232	254	0	-2.06E-05	7.42E-06	-1.07E-05	-1.50E-05
7	14	0	0	0	0	0	0	232	254	0	-2.04E-05	5.69E-06	-9.77E-06	-1.71E-05
7	15	0	0	0	0	0	0	232	254	0	-2.04E-05	5.69E-06	-9.77E-06	-1.71E-05
7	16	0	0	0	0	0	0	232	254	0	-2.09E-05	5.20E-06	-1.04E-05	-1.58E-05
7	17	0	0	0	0	0	0	232	254	0	-2.09E-05	5.20E-06	-1.04E-05	-1.58E-05
7	18	0	0	0	0	0	0	232	254	0	-2.15E-05	5.66E-06	-1.03E-05	-1.13E-05
7	19	0	0	0	0	0	0	232	254	0	-2.15E-05	5.66E-06	-1.03E-05	-1.13E-05
8	0	0	0	0	0	0	0	232	254	0	-2.26E-05	5.42E-06	-9.96E-06	-9.57E-06
8	1	0	0	0	0	0	0	232	254	0	-2.30E-05	4.63E-06	-8.76E-06	-9.57E-06
8	2	0	0	0	0	0	0	232	254	0	-2.30E-05	4.63E-06	-8.76E-06	-9.57E-06
8	3	0	0	0	0	0	0	232	254	0	-2.21E-05	4.25E-06	-8.22E-06	-9.68E-06
8	4	0	0	0	0	0	0	232	254	0	-2.21E-05	4.25E-06	-8.22E-06	-9.68E-06
8	5	0	0	0	0	0	0	232	254	0	-2.19E-05	4.88E-06	-8.68E-06	-1.27E-05
8	6	0	0	0	0	0	0	232	254	0	-2.19E-05	4.88E-06	-8.68E-06	-1.27E-05
8	7	0	0	0	0	0	0	232	254	0	-2.22E-05	5.89E-06	-7.98E-06	-1.28E-05
8	8	0	0	0	0	0	0	232	254	0	-2.22E-05	5.89E-06	-7.98E-06	-1.28E-05
8	9	0	0	0	0	0	0	232	254	0	-2.19E-05	4.39E-06	-7.33E-06	-1.34E-05
8	10	0	0	0	0	0	0	232	254	0	-2.03E-05	2.61E-06	-7.67E-06	-1.29E-05
8	11	0	0	0	0	0	0	232	254	0	-2.03E-05	2.61E-06	-7.67E-06	-1.29E-05
8	12	0	0	0	0	0	0	232	254	0	-1.96E-05	2.64E-06	-8.12E-06	-1.30E-05
8	13	0	0	0	0	0	0	232	254	0	-1.96E-05	2.64E-06	-8.12E-06	-1.30E-05
8	14	0	0	0	0	0	0	232	254	0	-1.98E-05	5.13E-06	-8.22E-06	-1.44E-05
8	15	0	0	0	0	0	0	232	254	0	-1.98E-05	5.13E-06	-8.22E-06	-1.44E-05
8	16	0	0	0	0	0	0	232	254	0	-2.01E-05	5.41E-06	-8.91E-06	-1.46E-05
8	17	0	0	0	0	0	0	232	254	0	-2.01E-05	5.41E-06	-8.91E-06	-1.46E-05
8	18	0	0	0	0	0	0	232	254	0	-2.10E-05	3.55E-06	-8.78E-06	-1.30E-05
8	19	0	0	0	0	0	0	232	254	0	-2.25E-05	3.54E-06	-9.24E-06	-1.08E-05
9	0	0	0	0	0	0	0	232	254	0	-2.25E-05	3.54E-06	-9.24E-06	-1.08E-05
9	1	0	0	0	0	0	0	232	254	0	-2.24E-05	3.40E-06	-8.88E-06	-1.22E-05
9	2	0	0	0	0	0	0	232	254	0	-2.24E-05	3.40E-06	-8.88E-06	-1.22E-05
9	3	0	0	0	0	0	0	232	254	0	-2.08E-05	4.10E-06	-7.42E-06	-1.53E-05
9	4	0	0	0	0	0	0	232	254	0	-2.08E-05	4.10E-06	-7.42E-06	-1.53E-05
9	5	0	0	0	0	0	0	232	254	0	-1.93E-05	3.39E-06	-6.65E-06	-1.63E-05
9	6	0	0	0	0	0	0	232	254	0	-1.93E-05	3.39E-06	-6.65E-06	-1.63E-05
9	7	0	0	0	0	0	0	232	254	0	-1.86E-05	2.97E-06	-7.00E-06	-1.75E-05
9	8	0	0	0	0	0	0	232	254	0	-1.86E-05	3.48E-06	-7.67E-06	-1.70E-05
9	9	0	0	0	0	0	0	232	254	0	-1.86E-05	3.48E-06	-7.67E-06	-1.70E-05
9	10	0	0	0	0	0	0	232	254	0	-1.81E-05	2.67E-06	-7.32E-06	-1.43E-05
9	11	0	0	0	0	0	0	232	254	0	-1.81E-05	2.67E-06	-7.32E-06	-1.43E-05
9	12	0	0	0	0	0	0	232	254	0	-1.88E-05	1.27E-06	-7.73E-06	-1.17E-05
9	13	0	0	0	0	0	0	232	254	0	-1.88E-05	1.27E-06	-7.73E-06	-1.17E-05
9	14	0	0	0	0	0	0	232	254	0	-1.93E-05	1.75E-06	-7.60E-06	-8.29E-06
9	15	0	0	0	0	0	0	232	254	0	-1.93E-05	1.75E-06	-7.60E-06	-8.29E-06
9	16	0	0	0	0	0	0	232	254	0	-1.98E-05	1.50E-06	-6.93E-06	-6.59E-06
9	17	0	0	0	0	0	0	232	254	0	-2.00E-05	1.40E-06	-8.65E-06	-5.35E-06
9	18	0	0	0	0	0	0	232	254	0	-2.00E-05	1.40E-06	-8.65E-06	-5.35E-06
9	19	0	0	0	0	0	0	232	254	0	-1.94E-05	2.76E-06	-9.80E-06	-5.55E-06
10	0	0	0	0	0	0	0	232	254	0	-1.94E-05	2.76E-06	-9.80E-06	-5.55E-06
10	1	0	0	0	0	0	0	232	254	0	-1.90E-05	4.61E-06	-9.68E-06	-1.02E-05
10	2	0	0	0	0	0	0	232	254	0	-1.90E-05	4.61E-06	-9.68E-06	-1.02E-05
10	3	0	0	0	0	0	0	232	254	0	-1.87E-05	3.38E-06	-9.57E-06	-1.59E-05
10	4	0	0	0	0	0	0	232	254	0	-1.87E-05	3.38E-06	-9.57E-06	-1.59E-05
10	5	0	0	0	0	0	0	232	254	0	-1.90E-05	2.06E-06	-1.05E-05	-1.67E-05
10	6	0	0	0	0	0	0	232	254	0	-1.90E-05	2.30E-06	-1.05E-05	-1.40E-05
10	7	0	0	0	0	0	0	232	254	0	-1.90E-05	2.30E-06	-1.05E-05	-1.40E-05
10	8	0	0	0	0	0	0	232	254	0	-1.97E-05	3.54E-06	-9.33E-06	-1.43E-05
10	9	0	0	0	0	0	0	232	254	0	-1.97E-05	3.54E-06	-9.33E-06	-1.43E-05
10	10	0	0	0	0	0	0	232	254	0	-2.11E-05	3.46E-06	-8.10E-06	-1.33E-05
10	11	0	0	0	0	0	0	232	254	0	-2.11E-05	3.46E-06	-8.10E-06	-1.33E-05
